3.1413276;10000000;1;908
6.2828484;20000000;2;1521
9.4248112;30000000;3;2358
12.5673276;40000000;4;3449
15.7074476;50000000;5;4213
18.8486372;60000000;6;5496
21.9906908;70000000;7;6399
25.1317076;80000000;8;9142
28.274808;90000000;9;8066
31.4155096;100000000;10;10388
34.5566028;110000000;11;10558
37.6994912;120000000;12;16670
